Date,Open,High,Low,Close,Adj Close,Volume
2015-03-25,2.000000,2.000000,2.000000,2.000000,1.535683,0
2015-03-26,2.000000,2.000000,2.000000,2.000000,1.535683,0
2015-03-27,2.000000,2.000000,2.000000,2.000000,1.535683,0
2015-03-30,2.010000,2.010000,2.010000,2.010000,1.543362,0
2015-03-31,2.010000,2.010000,2.010000,2.010000,1.543362,0
2015-04-01,1.990000,1.990000,1.990000,1.990000,1.534877,0
2015-04-02,2.000000,2.000000,2.000000,2.000000,1.542590,0
2015-04-06,2.000000,2.000000,2.000000,2.000000,1.542590,0
2015-04-07,2.010000,2.010000,2.010000,2.010000,1.550303,0
2015-04-08,2.010000,2.010000,2.010000,2.010000,1.550303,0
2015-04-09,2.010000,2.010000,2.010000,2.010000,1.550303,0
2015-04-10,2.020000,2.020000,2.020000,2.020000,1.558016,0
2015-04-13,2.020000,2.020000,2.020000,2.020000,1.558016,0
2015-04-14,2.020000,2.020000,2.020000,2.020000,1.558016,0
2015-04-15,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-04-16,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-04-17,2.020000,2.020000,2.020000,2.020000,1.558016,0
2015-04-20,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-04-21,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-04-22,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-04-23,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-04-24,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-04-27,2.040000,2.040000,2.040000,2.040000,1.573442,0
2015-04-28,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-04-29,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-04-30,2.030000,2.030000,2.030000,2.030000,1.565729,0
2015-05-01,2.020000,2.020000,2.020000,2.020000,1.564955,0
2015-05-04,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-05,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-06,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-07,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-08,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-11,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-12,2.020000,2.020000,2.020000,2.020000,1.564955,0
2015-05-13,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-14,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-15,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-18,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-19,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-20,2.020000,2.020000,2.020000,2.020000,1.564955,0
2015-05-21,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-22,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-26,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-27,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-28,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-05-29,2.030000,2.030000,2.030000,2.030000,1.572702,0
2015-06-01,2.020000,2.020000,2.020000,2.020000,1.571924,0
2015-06-02,2.010000,2.010000,2.010000,2.010000,1.564142,0
2015-06-03,2.010000,2.010000,2.010000,2.010000,1.564142,0
2015-06-04,2.010000,2.010000,2.010000,2.010000,1.564142,0
2015-06-05,2.000000,2.000000,2.000000,2.000000,1.556360,0
2015-06-08,2.000000,2.000000,2.000000,2.000000,1.556360,0
2015-06-09,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-10,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-11,2.000000,2.000000,2.000000,2.000000,1.556360,0
2015-06-12,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-15,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-16,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-17,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-18,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-19,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-22,2.000000,2.000000,2.000000,2.000000,1.556360,0
2015-06-23,2.000000,2.000000,2.000000,2.000000,1.556360,0
2015-06-24,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-25,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-26,1.990000,1.990000,1.990000,1.990000,1.548578,0
2015-06-29,1.970000,1.970000,1.970000,1.970000,1.533015,0
2015-06-30,1.970000,1.970000,1.970000,1.970000,1.533015,0
2015-07-01,1.970000,1.970000,1.970000,1.970000,1.540050,0
2015-07-02,1.970000,1.970000,1.970000,1.970000,1.540050,0
2015-07-06,1.960000,1.960000,1.960000,1.960000,1.532233,0
2015-07-07,1.950000,1.950000,1.950000,1.950000,1.524415,0
2015-07-08,1.950000,1.950000,1.950000,1.950000,1.524415,0
2015-07-09,1.950000,1.950000,1.950000,1.950000,1.524415,0
2015-07-10,1.950000,1.950000,1.950000,1.950000,1.524415,0
2015-07-13,1.950000,1.950000,1.950000,1.950000,1.524415,0
2015-07-14,1.950000,1.950000,1.950000,1.950000,1.524415,0
2015-07-15,1.960000,1.960000,1.960000,1.960000,1.532233,0
2015-07-16,1.950000,1.950000,1.950000,1.950000,1.524415,0
2015-07-17,1.940000,1.940000,1.940000,1.940000,1.516598,0
2015-07-20,1.940000,1.940000,1.940000,1.940000,1.516598,0
2015-07-21,1.930000,1.930000,1.930000,1.930000,1.508780,0
2015-07-22,1.920000,1.920000,1.920000,1.920000,1.500963,0
2015-07-23,1.920000,1.920000,1.920000,1.920000,1.500963,0
2015-07-24,1.920000,1.920000,1.920000,1.920000,1.500963,0
2015-07-27,1.910000,1.910000,1.910000,1.910000,1.493145,0
2015-07-28,1.910000,1.910000,1.910000,1.910000,1.493145,0
2015-07-29,1.920000,1.920000,1.920000,1.920000,1.500963,0
2015-07-30,1.920000,1.920000,1.920000,1.920000,1.500963,0
2015-07-31,1.920000,1.920000,1.920000,1.920000,1.500963,0
2015-08-03,1.910000,1.910000,1.910000,1.910000,1.500177,0
2015-08-04,1.910000,1.910000,1.910000,1.910000,1.500177,0
2015-08-05,1.900000,1.900000,1.900000,1.900000,1.492323,0
2015-08-06,1.900000,1.900000,1.900000,1.900000,1.492323,0
2015-08-07,1.890000,1.890000,1.890000,1.890000,1.484468,0
2015-08-10,1.890000,1.890000,1.890000,1.890000,1.484468,0
2015-08-11,1.880000,1.880000,1.880000,1.880000,1.476614,0
2015-08-12,1.870000,1.870000,1.870000,1.870000,1.468759,0
2015-08-13,1.870000,1.870000,1.870000,1.870000,1.468759,0
2015-08-14,1.870000,1.870000,1.870000,1.870000,1.468759,0
2015-08-17,1.870000,1.870000,1.870000,1.870000,1.468759,0
2015-08-18,1.860000,1.860000,1.860000,1.860000,1.460905,0
2015-08-19,1.860000,1.860000,1.860000,1.860000,1.460905,0
2015-08-20,1.850000,1.850000,1.850000,1.850000,1.453051,0
2015-08-21,1.840000,1.840000,1.840000,1.840000,1.445197,0
2015-08-24,1.820000,1.820000,1.820000,1.820000,1.429488,0
2015-08-25,1.830000,1.830000,1.830000,1.830000,1.437343,0
2015-08-26,1.830000,1.830000,1.830000,1.830000,1.437343,0
2015-08-27,1.840000,1.840000,1.840000,1.840000,1.445197,0
2015-08-28,1.850000,1.850000,1.850000,1.850000,1.453051,0
2015-08-31,1.850000,1.850000,1.850000,1.850000,1.453051,0
2015-09-01,1.840000,1.840000,1.840000,1.840000,1.452262,0
2015-09-02,1.840000,1.840000,1.840000,1.840000,1.452262,0
2015-09-03,1.840000,1.840000,1.840000,1.840000,1.452262,0
2015-09-04,1.840000,1.840000,1.840000,1.840000,1.452262,0
2015-09-08,1.850000,1.850000,1.850000,1.850000,1.460155,0
2015-09-09,1.850000,1.850000,1.850000,1.850000,1.460155,0
2015-09-10,1.850000,1.850000,1.850000,1.850000,1.460155,0
2015-09-11,1.850000,1.850000,1.850000,1.850000,1.460155,0
2015-09-14,1.850000,1.850000,1.850000,1.850000,1.460155,0
2015-09-15,1.850000,1.850000,1.850000,1.850000,1.460155,0
2015-09-16,1.840000,1.840000,1.840000,1.840000,1.452262,0
2015-09-17,1.840000,1.840000,1.840000,1.840000,1.452262,0
2015-09-18,1.830000,1.830000,1.830000,1.830000,1.444370,0
2015-09-21,1.830000,1.830000,1.830000,1.830000,1.444370,0
2015-09-22,1.820000,1.820000,1.820000,1.820000,1.436476,0
2015-09-23,1.820000,1.820000,1.820000,1.820000,1.436476,0
2015-09-24,1.800000,1.800000,1.800000,1.800000,1.420691,0
2015-09-25,1.800000,1.800000,1.800000,1.800000,1.420691,0
2015-09-28,1.770000,1.770000,1.770000,1.770000,1.397013,0
2015-09-29,1.770000,1.770000,1.770000,1.770000,1.397013,0
2015-09-30,1.770000,1.770000,1.770000,1.770000,1.397013,0
2015-10-01,1.750000,1.750000,1.750000,1.750000,1.388287,0
2015-10-02,1.750000,1.750000,1.750000,1.750000,1.388287,0
2015-10-05,1.760000,1.760000,1.760000,1.760000,1.396219,0
2015-10-06,1.770000,1.770000,1.770000,1.770000,1.404153,0
2015-10-07,1.790000,1.790000,1.790000,1.790000,1.420019,0
2015-10-08,1.790000,1.790000,1.790000,1.790000,1.420019,0
2015-10-09,1.810000,1.810000,1.810000,1.810000,1.435885,0
2015-10-12,1.810000,1.810000,1.810000,1.810000,1.435885,0
2015-10-13,1.810000,1.810000,1.810000,1.810000,1.435885,0
2015-10-14,1.810000,1.810000,1.810000,1.810000,1.435885,0
2015-10-15,1.810000,1.810000,1.810000,1.810000,1.435885,0
2015-10-16,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-19,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-20,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-21,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-22,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-23,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-26,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-27,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-28,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-29,1.820000,1.820000,1.820000,1.820000,1.443818,0
2015-10-30,1.810000,1.810000,1.810000,1.810000,1.435885,0
2015-11-02,1.810000,1.810000,1.810000,1.810000,1.443061,0
2015-11-03,1.810000,1.810000,1.810000,1.810000,1.443061,0
2015-11-04,1.810000,1.810000,1.810000,1.810000,1.443061,0
2015-11-05,1.810000,1.810000,1.810000,1.810000,1.443061,0
2015-11-06,1.800000,1.800000,1.800000,1.800000,1.435088,0
2015-11-09,1.790000,1.790000,1.790000,1.790000,1.427115,0
2015-11-10,1.790000,1.790000,1.790000,1.790000,1.427115,0
2015-11-11,1.790000,1.790000,1.790000,1.790000,1.427115,0
2015-11-12,1.770000,1.770000,1.770000,1.770000,1.411169,0
2015-11-13,1.770000,1.770000,1.770000,1.770000,1.411169,0
2015-11-16,1.770000,1.770000,1.770000,1.770000,1.411169,0
2015-11-17,1.770000,1.770000,1.770000,1.770000,1.411169,0
2015-11-18,1.770000,1.770000,1.770000,1.770000,1.411169,0
2015-11-19,1.760000,1.760000,1.760000,1.760000,1.403197,0
2015-11-20,1.760000,1.760000,1.760000,1.760000,1.403197,0
2015-11-23,1.750000,1.750000,1.750000,1.750000,1.395225,0
2015-11-24,1.750000,1.750000,1.750000,1.750000,1.395225,0
2015-11-25,1.750000,1.750000,1.750000,1.750000,1.395225,0
2015-11-27,1.750000,1.750000,1.750000,1.750000,1.395225,0
2015-11-30,1.760000,1.760000,1.760000,1.760000,1.403197,0
2015-12-01,1.750000,1.750000,1.750000,1.750000,1.402396,0
2015-12-02,1.750000,1.750000,1.750000,1.750000,1.402396,0
2015-12-03,1.740000,1.740000,1.740000,1.740000,1.394382,0
2015-12-04,1.740000,1.740000,1.740000,1.740000,1.394382,0
2015-12-07,1.730000,1.730000,1.730000,1.730000,1.386369,0
2015-12-08,1.710000,1.710000,1.710000,1.710000,1.370341,0
2015-12-09,1.710000,1.710000,1.710000,1.710000,1.370341,0
2015-12-10,1.710000,1.710000,1.710000,1.710000,1.370341,0
2015-12-11,1.690000,1.690000,1.690000,1.690000,1.354313,0
2015-12-14,1.660000,1.660000,1.660000,1.660000,1.330272,0
2015-12-15,1.680000,1.680000,1.680000,1.680000,1.346299,0
2015-12-16,1.680000,1.680000,1.680000,1.680000,1.346299,0
2015-12-17,1.680000,1.680000,1.680000,1.680000,1.346299,0
2015-12-18,1.660000,1.660000,1.660000,1.660000,1.330272,0
2015-12-21,1.660000,1.660000,1.660000,1.660000,1.330272,0
2015-12-22,1.660000,1.660000,1.660000,1.660000,1.330272,0
2015-12-23,1.670000,1.670000,1.670000,1.670000,1.338286,0
2015-12-24,1.670000,1.670000,1.670000,1.670000,1.338286,0
2015-12-28,1.670000,1.670000,1.670000,1.670000,1.338286,0
2015-12-29,1.680000,1.680000,1.680000,1.680000,1.346299,0
2015-12-30,1.680000,1.680000,1.680000,1.680000,1.346299,0
2015-12-31,1.680000,1.680000,1.680000,1.680000,1.346299,0
2016-01-04,1.670000,1.670000,1.670000,1.670000,1.338286,0
2016-01-05,1.670000,1.670000,1.670000,1.670000,1.345537,0
2016-01-06,1.670000,1.670000,1.670000,1.670000,1.345537,0
2016-01-07,1.660000,1.660000,1.660000,1.660000,1.337480,0
2016-01-08,1.660000,1.660000,1.660000,1.660000,1.337480,0
2016-01-11,1.660000,1.660000,1.660000,1.660000,1.337480,0
2016-01-12,1.650000,1.650000,1.650000,1.650000,1.329423,0
2016-01-13,1.640000,1.640000,1.640000,1.640000,1.321366,0
2016-01-14,1.630000,1.630000,1.630000,1.630000,1.313309,0
2016-01-15,1.610000,1.610000,1.610000,1.610000,1.297194,0
2016-01-19,1.610000,1.610000,1.610000,1.610000,1.297194,0
2016-01-20,1.580000,1.580000,1.580000,1.580000,1.273023,0
2016-01-21,1.590000,1.590000,1.590000,1.590000,1.281081,0
2016-01-22,1.610000,1.610000,1.610000,1.610000,1.297194,0
2016-01-25,1.610000,1.610000,1.610000,1.610000,1.297194,0
2016-01-26,1.610000,1.610000,1.610000,1.610000,1.297194,0
2016-01-27,1.610000,1.610000,1.610000,1.610000,1.297194,0
2016-01-28,1.620000,1.620000,1.620000,1.620000,1.305251,0
2016-01-29,1.620000,1.620000,1.620000,1.620000,1.305251,0
2016-02-01,1.610000,1.610000,1.610000,1.610000,1.304442,0
2016-02-02,1.600000,1.600000,1.600000,1.600000,1.296340,0
2016-02-03,1.600000,1.600000,1.600000,1.600000,1.296340,0
2016-02-04,1.600000,1.600000,1.600000,1.600000,1.296340,0
2016-02-05,1.590000,1.590000,1.590000,1.590000,1.288238,0
2016-02-08,1.570000,1.570000,1.570000,1.570000,1.272033,0
2016-02-09,1.560000,1.560000,1.560000,1.560000,1.263931,0
2016-02-10,1.560000,1.560000,1.560000,1.560000,1.263931,0
2016-02-11,1.540000,1.540000,1.540000,1.540000,1.247727,0
2016-02-12,1.550000,1.550000,1.550000,1.550000,1.255829,0
2016-02-16,1.560000,1.560000,1.560000,1.560000,1.263931,0
2016-02-17,1.580000,1.580000,1.580000,1.580000,1.280135,0
2016-02-18,1.590000,1.590000,1.590000,1.590000,1.288238,0
2016-02-19,1.580000,1.580000,1.580000,1.580000,1.280135,0
2016-02-22,1.590000,1.590000,1.590000,1.590000,1.288238,0
2016-02-23,1.590000,1.590000,1.590000,1.590000,1.288238,0
2016-02-24,1.580000,1.580000,1.580000,1.580000,1.280135,0
2016-02-25,1.590000,1.590000,1.590000,1.590000,1.288238,0
2016-02-26,1.600000,1.600000,1.600000,1.600000,1.296340,0
2016-02-29,1.610000,1.610000,1.610000,1.610000,1.304442,0
2016-03-01,1.620000,1.620000,1.620000,1.620000,1.319922,0
2016-03-02,1.630000,1.630000,1.630000,1.630000,1.328070,0
2016-03-03,1.640000,1.640000,1.640000,1.640000,1.336218,0
2016-03-04,1.650000,1.650000,1.650000,1.650000,1.344365,0
2016-03-07,1.650000,1.650000,1.650000,1.650000,1.344365,0
2016-03-08,1.650000,1.650000,1.650000,1.650000,1.344365,0
